date,close,open,high,low,volume
2024-11-21,58.02,57.0,59.12,54.97,5898561
2024-11-22,59.09,57.31,59.83,56.66,3290780
2024-11-25,53.93,56.8,56.91,53.07,4312405
2024-11-26,49.28,50.6,53.76,48.94,3568835
2024-11-27,55.59,53.26,56.4,52.9701,3209178
2024-11-29,56.11,56.53,58.32,56.07,2251403
2024-12-02,54.29,54.7,56.4629,52.75,2895188
2024-12-03,54.19,52.43,55.06,51.8,2505837
2024-12-04,58.03,54.48,58.38,53.0,3073864
2024-12-05,57.9,62.51,63.62,56.46,4460044
2024-12-06,60.91,58.29,61.58,57.43,2846093
2024-12-09,54.22,57.6,59.5199,54.02,4085604
2024-12-10,54.47,56.37,56.63,51.98,3336118
2024-12-11,60.08,57.13,60.5575,56.82,3232284
2024-12-12,58.41,60.23,61.5182,57.48,2826766
2024-12-13,60.35,58.93,60.72,58.01,2066607
2024-12-16,65.3,63.35,67.69,63.35,3763968
2024-12-17,66.36,67.65,68.43,64.99,3835844
2024-12-18,58.56,63.74,64.08,57.7645,4847037
2024-12-19,53.44,60.63,61.14,52.491,5222724
2024-12-20,53.54,52.04,55.18,51.82,4401211
2024-12-23,49.54,52.25,52.47,48.78,3831628
2024-12-24,56.02,53.73,56.3,53.39,2165558
2024-12-26,51.98,52.13,53.27,51.48,2818133
2024-12-27,50.7,52.65,52.79,49.26,3011889
2024-12-30,50.28,48.84,50.98,46.87,4022573
2024-12-31,49.42,52.09,52.558,49.17,2676835
2025-01-02,53.59,52.82,54.35,52.18,2575108
2025-01-03,54.78,53.3,55.67,52.9,1748177
2025-01-06,59.15,55.46,59.7194,55.2927,2445251
2025-01-07,52.06,57.38,57.45,51.67,3090536
2025-01-08,49.38,50.85,51.6,47.701,2487942
2025-01-10,50.22,49.96,51.48,47.48,2207500
2025-01-13,49.11,46.09,49.13,44.48,2790862
2025-01-14,51.93,52.23,52.82,50.69,1760141
2025-01-15,55.34,54.42,56.65,54.26,1991385
2025-01-16,56.09,55.07,56.4697,52.68,2033776
