date,close,open,high,low,volume
2011-10-25,75.870003,79.57,79.72,75.19,8364800
2011-10-26,75.57,77.0,77.46,71.26,15987200
2011-10-27,81.660004,80.84,83.0,78.48,13772000
2011-10-28,81.93,80.16,82.25,80.16,5298400
2011-10-31,77.870003,79.74,80.72,77.71,6582400
2011-11-01,71.839996,72.25,73.9,70.57,16369600
2011-11-02,73.610001,73.91,74.51,71.59,10152000
2011-11-03,78.089996,75.41,78.45,72.8,11898400
2011-11-04,76.879997,76.94,77.91,74.61,6596800
2011-11-07,78.589996,76.89,78.74,74.5,9295200
2011-11-08,81.209999,80.26,81.68,77.61,8579200
2011-11-09,72.809998,76.49,76.89,72.22,9256000
2011-11-10,72.510002,74.94,75.1,70.5,7414400
2011-11-11,76.580002,74.57,77.33,74.23,7147200
2011-11-14,75.279999,76.13,77.36,74.41,4713600
2011-11-15,77.699997,74.71,78.66,74.4,9171200
2011-11-16,73.870003,76.04,77.81,73.5,10087200
2011-11-17,68.790001,73.34,73.4,67.4,18580000
2011-11-18,67.139999,68.78,69.0,66.78,9841600
2011-11-21,63.240002,64.54,64.67,61.27,11348000
2011-11-22,63.790001,62.69,64.49,61.68,13360800
2011-11-23,59.549999,62.48,62.66,59.5,12928000
2011-11-25,58.200001,58.9,60.89,58.2,5148000
2011-11-28,64.209999,62.46,64.5,62.42,10948000
2011-11-29,63.049999,64.01,65.61,62.56,9768000
2011-11-30,69.970001,68.21,70.21,67.63,10102400
2011-12-01,71.470001,70.05,72.03,69.87,7644800
2011-12-02,70.790001,73.58,73.63,70.72,5378400
2011-12-05,73.110001,74.19,74.66,72.0,7881600
2011-12-06,72.550003,73.46,74.0,71.9,5834400
2011-12-07,72.660004,72.0,73.6,69.78,6420000
2011-12-08,68.959999,71.2,72.84,68.53,10824800
2011-12-09,72.230003,69.57,72.87,69.39,8176800
2011-12-12,69.860001,70.0,70.07,68.0,8940800
2011-12-13,67.5,71.19,72.03,66.63,9649600
2011-12-14,64.360001,66.69,66.9,63.22,17080800
2011-12-15,63.860001,66.18,66.2,63.54,12789600
2011-12-16,64.660004,64.91,67.4,64.48,11705600
