date,close,open,high,low,volume
2010-11-23,0.6432756637,0.6402276861,0.6574487593,0.6361129164,22074000
2010-11-24,0.6947864844,0.6572963605,0.698505017,0.6572963605,24210000
2010-11-26,0.6832041697,0.6844233607,0.6934148945,0.6751270292,6378000
2010-11-29,0.6784798045,0.6717742539,0.6822897764,0.6527243941,12354000
2010-11-30,0.6533339896,0.6577535571,0.6636971133,0.6467808379,14658000
2010-12-01,0.7160004082,0.6856425517,0.7181035127,0.6856425517,16272000
2010-12-02,0.7562641918,0.7200846982,0.7575138626,0.7176463161,13560000
2010-12-03,0.7671759514,0.7450781141,0.7709859234,0.7391345579,10824000
2010-12-06,0.7632135806,0.7697667324,0.7697667324,0.7437248121,11808000
2010-12-07,0.7616895918,0.7872926033,0.7965889349,0.7607751986,22344000
2010-12-08,0.7825682381,0.7699191312,0.785159019,0.7558923385,8406000
2010-12-09,0.7882069966,0.7961317382,0.8013117761,0.7807394516,7170000
2010-12-10,0.7902643814,0.7911025753,0.7981144476,0.7798250583,7374000
2010-12-13,0.7755578897,0.8063424631,0.8063424631,0.7696143335,8994000
2010-12-14,0.7557460356,0.7754054908,0.7790630639,0.7482784906,11034000
2010-12-15,0.7322766084,0.7499548782,0.762756384,0.7284666364,13974000
2010-12-16,0.745230513,0.7385249624,0.751478867,0.7243518667,5910000
2010-12-17,0.7604704008,0.7488880861,0.7649661677,0.746449704,5250000
2010-12-20,0.7517836648,0.7571176255,0.7656519627,0.7420301366,24018000
2010-12-21,0.7676331481,0.7613847941,0.7751006931,0.7575748221,7824000
2010-12-22,0.7683951425,0.7558984345,0.7696128095,0.7434017265,10470000
2010-12-23,0.7619943896,0.7551364401,0.7686999402,0.7551364401,4158000
2010-12-27,0.7642803727,0.7478212939,0.7683951425,0.7338005972,7362000
2010-12-28,0.7545268446,0.7619943896,0.7694619346,0.7455353108,6186000
2010-12-29,0.7575748221,0.7575748221,0.7612323952,0.7478212939,3360000
2010-12-30,0.7642788488,0.7575748221,0.7676179082,0.7536124513,3732000
2010-12-31,0.7618419907,0.7583368165,0.7659567604,0.7498024793,6024000
2011-01-03,0.778910665,0.7767770807,0.803904081,0.7699191312,11646000
2011-01-04,0.781501446,0.7860734123,0.7975338079,0.7571176255,10098000
2011-01-05,0.7891213898,0.7703763279,0.7950649461,0.762756384,4482000
2011-01-06,0.8328598678,0.7959793394,0.8348044775,0.7959793394,9810000
2011-01-07,0.8383462274,0.8381938285,0.8497761433,0.7999417102,21936000
2011-01-10,0.8646502737,0.8336218622,0.8694203586,0.8229539407,9960000
2011-01-11,0.8743123626,0.8793415256,0.8793415256,0.8552625029,9942000
2011-01-12,0.9233848013,0.8913810369,0.9235372002,0.8752267559,9696000
2011-01-13,0.9231104833,0.9242991946,0.9380150936,0.9050969359,8448000
2011-01-14,0.9985174481,0.9363387059,0.9985174481,0.9326811328,18042000
2011-01-18,0.9868132143,0.9875447289,0.9985174481,0.9716952456,13842000
2011-01-19,0.9180508406,0.962398914,0.9668184815,0.9113452899,14754000
